msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS07945,MSMEG_1610,Rv3396c,guaA,0.859,517,72,0,4,520,11,1.91E-298,908
LJ00_RS12715,MSMEG_2587,Rv2861c,mapB,0.859,285,40,0,1,285,1,1.03E-169,523
LJ00_RS01855,MSMEG_0373,Rv0243,fadA2,0.858,432,61,0,3,432,9,5.00E-243,743
LJ00_RS18525,MSMEG_3771,Rv1657,argR,0.858,155,22,0,3,157,15,4.43E-82,263
LJ00_RS11440,MSMEG_1049,Rv3038c,NA,0.858,319,45,0,8,326,9,4.05E-192,590
LJ00_RS11440,MSMEG_2329,Rv3038c,NA,0.858,319,45,0,8,326,9,4.05E-192,590
LJ00_RS05175,MSMEG_1049,Rv3038c,NA,0.858,319,45,0,8,326,9,4.05E-192,590
LJ00_RS05175,MSMEG_2329,Rv3038c,NA,0.858,319,45,0,8,326,9,4.05E-192,590
LJ00_RS08910,MSMEG_1807,Rv3285,accA3,0.858,600,85,0,1,598,1,0,1040
LJ00_RS29050,MSMEG_5939,Rv3535c,hsaG,0.858,296,42,0,1,296,1,1.06E-171,530
LJ00_RS24390,MSMEG_4990,Rv3765c,tcrX,0.858,234,33,0,1,234,1,1.35E-132,413
LJ00_RS33795,MSMEG_6904,Rv0046c,ino1,0.857,367,52,0,1,363,1,4.69E-209,641
LJ00_RS07130,MSMEG_1444,Rv0709,rpmC,0.857,77,11,0,1,77,1,2.65E-40,138
LJ00_RS26360,MSMEG_5396,Rv1027c,kdpE,0.857,225,32,0,7,230,2,2.16E-125,392
LJ00_RS15380,MSMEG_3127,Rv1466,NA,0.857,112,16,0,2,113,5,3.68E-62,203
LJ00_RS15515,MSMEG_3155,Rv1488,NA,0.857,378,54,0,1,378,1,4.36E-206,635
LJ00_RS15820,MSMEG_3217,Rv1609,trpE,0.857,507,72,0,21,524,3,2.54E-288,879
LJ00_RS14905,MSMEG_3030,Rv2540c,aroF,0.857,400,57,0,1,398,1,1.38E-223,685
LJ00_RS11725,MSMEG_2387,Rv2988c,leuC,0.857,470,66,0,10,479,7,1.22E-276,843
LJ00_RS11545,MSMEG_2351,Rv3029c,fixA,0.857,266,37,0,1,263,1,5.27E-149,462
LJ00_RS30405,MSMEG_6214,Rv3688c,NA,0.857,154,22,0,1,154,1,1.82E-81,261
LJ00_RS31335,MSMEG_6404,Rv3809c,glf,0.857,393,56,0,14,406,5,2.88E-239,731
LJ00_RS27985,MSMEG_5721,Rv0859,NA,0.856,403,58,0,1,403,1,8.76E-231,706
LJ00_RS12770,MSMEG_2598,Rv2857c,NA,0.856,257,37,0,1,257,2,5.79E-145,450
LJ00_RS03795,MSMEG_0769,Rv0391,metZ,0.855,406,59,0,1,405,1,6.67E-235,718
LJ00_RS24170,MSMEG_4947,Rv1302,rfe,0.855,400,57,0,2,401,1,2.99E-218,670
LJ00_RS30270,MSMEG_6187,Rv3674c,nth,0.855,242,35,0,18,259,4,4.99E-139,433
LJ00_RS33755,MSMEG_6896,Rv0054,ssb,0.854,165,24,0,1,165,1,2.59E-91,290
LJ00_RS04080,MSMEG_0826,Rv0423c,thiC,0.854,542,77,0,5,531,5,6.51E-304,962
LJ00_RS27085,MSMEG_5541,Rv0946c,pgi,0.854,544,79,0,4,547,8,2.40E-304,970
LJ00_RS15365,MSMEG_3124,Rv1463,NA,0.854,254,37,0,1,253,1,8.39E-141,438
LJ00_RS17930,MSMEG_3647,Rv1827,garA,0.854,158,23,0,1,156,1,8.95E-83,265
LJ00_RS19060,MSMEG_3880,Rv2074,NA,0.854,131,19,0,9,139,7,2.60E-70,228
LJ00_RS13005,MSMEG_2647,Rv2795c,NA,0.854,309,45,0,11,319,14,9.12E-198,606
LJ00_RS08575,MSMEG_1736,Rv3302c,glpD2,0.854,585,85,0,1,581,1,0,1014
LJ00_RS28960,MSMEG_5920,Rv3520c,NA,0.854,343,50,0,1,343,5,2.45E-206,632
LJ00_RS31885,MSMEG_6515,Rv0126,treS,0.853,580,85,0,3,582,9,0,1088
LJ00_RS04460,MSMEG_0903,Rv0462,lpdC,0.853,464,68,0,1,464,1,2.45E-267,815
LJ00_RS26940,MSMEG_5511,Rv0959,NA,0.853,655,95,0,12,666,23,0,1133
LJ00_RS23945,MSMEG_4901,Rv1340,rphA,0.853,259,38,0,1,259,1,4.80E-148,459
LJ00_RS11625,MSMEG_2367,Rv3009c,gatB,0.853,499,73,0,4,502,10,8.94E-290,882
LJ00_RS29415,MSMEG_6014,Rv3562,fadE31,0.853,375,55,0,1,374,1,9.99E-218,667
LJ00_RS06620,MSMEG_1341,Rv0636,hadB,0.852,142,21,0,1,142,1,6.19E-79,253
LJ00_RS07365,MSMEG_1492,Rv0737,NA,0.852,163,24,0,11,173,3,1.12E-87,280
LJ00_RS24215,MSMEG_4956,Rv1295,thrC,0.852,360,53,0,1,360,1,9.94E-208,637
LJ00_RS24040,MSMEG_4920,Rv1323,fadA4,0.852,387,57,0,5,391,1,1.32E-220,676
LJ00_RS18515,MSMEG_3769,Rv1659,argH,0.852,468,69,0,1,468,1,4.04E-264,806
LJ00_RS22155,MSMEG_4530,Rv2397c,cysA1,0.852,332,49,0,10,341,2,3.18E-186,575
LJ00_RS01140,MSMEG_0229,Rv0189c,ilvD,0.851,559,83,0,12,570,16,1.59E-304,966
LJ00_RS03350,MSMEG_0680,Rv0322,udgA,0.851,437,65,0,1,437,1,5.02E-251,767
LJ00_RS15080,MSMEG_3066,Rv1408,rpe,0.851,222,33,0,4,225,11,7.72E-126,393
LJ00_RS13190,MSMEG_2685,Rv2752c,NA,0.851,558,83,0,1,558,1,1.36E-304,977
LJ00_RS25640,MSMEG_5244,Rv3133c,devR,0.851,209,31,0,1,209,1,2.52E-114,359
LJ00_RS30965,MSMEG_6327,Rv3752c,NA,0.851,148,22,0,2,149,3,1.74E-79,255
LJ00_RS33960,MSMEG_6946,Rv3924c,rpmH,0.851,47,7,0,1,47,1,3.58E-23,87
LJ00_RS07095,MSMEG_1437,Rv0702,rplD,0.85,214,32,0,2,215,8,1.72E-120,377
LJ00_RS24730,MSMEG_5059,Rv1237,sugB,0.85,274,41,0,1,274,1,1.34E-152,473
LJ00_RS15780,MSMEG_3209,Rv1603,hisA,0.85,241,36,0,1,241,4,2.06E-132,413
LJ00_RS13575,MSMEG_2765,Rv2697c,dut,0.85,154,23,0,1,154,1,1.36E-84,270
LJ00_RS29400,MSMEG_6011,Rv3559c,NA,0.85,260,39,0,1,260,1,9.63E-142,441
LJ00_RS31240,MSMEG_6385,Rv3791,dprE2,0.85,254,38,0,1,254,1,7.31E-141,438
LJ00_RS15250,MSMEG_3101,Rv1447c,zwf2,0.849,506,76,0,11,516,9,2.25E-303,922
LJ00_RS21000,MSMEG_4286,Rv2218,lipA,0.849,306,46,0,1,306,1,3.47E-179,552
LJ00_RS22695,MSMEG_4645,Rv2454c,NA,0.849,358,54,0,3,360,17,9.07E-209,640
LJ00_RS11940,MSMEG_2430,Rv2916c,ffh,0.849,524,79,0,1,522,1,1.14E-287,877
LJ00_RS31610,MSMEG_6459,Rv3859c,gltB,0.849,1523,230,0,18,1540,7,0,2691
LJ00_RS22880,MSMEG_4684,Rv2465c,rpiB,0.849,159,24,0,1,159,4,4.35E-91,289
LJ00_RS26835,MSMEG_5491,Rv0975c,fadE13,0.848,382,58,0,1,382,1,1.69E-221,678
LJ00_RS25090,MSMEG_5132,Rv1165,typA,0.848,627,95,0,7,633,3,0,1088
LJ00_RS22345,MSMEG_4569,Rv2410c,NA,0.848,324,49,0,1,324,1,1.79E-183,565
LJ00_RS13090,MSMEG_2664,Rv2773c,dapB,0.848,244,37,0,1,244,1,3.79E-135,421
LJ00_RS09035,MSMEG_1832,Rv3259,NA,0.848,139,21,0,1,139,1,6.20E-78,250
LJ00_RS11680,MSMEG_2378,Rv2996c,serA1,0.848,528,80,0,1,528,1,3.34E-287,876
LJ00_RS04630,MSMEG_0939,Rv0496,NA,0.847,302,46,0,17,318,1,2.91E-168,521
LJ00_RS28600,MSMEG_5847,Rv0777,purB,0.847,472,72,0,1,472,1,1.90E-265,810
LJ00_RS24680,MSMEG_5049,Rv1248c,NA,0.847,1231,188,0,1,1227,1,0,2157
LJ00_RS15140,MSMEG_3078,Rv1420,uvrC,0.847,648,97,0,1,648,1,0,1117
LJ00_RS17115,MSMEG_3479,Rv1932,tpx,0.847,164,25,0,1,164,1,6.06E-90,286
LJ00_RS20955,MSMEG_4276,Rv2210c,ilvE,0.847,367,56,0,1,367,1,4.09E-213,653
LJ00_RS23225,MSMEG_4753,Rv2521,bcp,0.847,157,24,0,1,157,1,5.28E-88,280
LJ00_RS11860,MSMEG_2414,Rv2965c,kdtB,0.847,157,24,0,1,157,1,5.53E-88,280
LJ00_RS21710,MSMEG_4437,Rv3043c,ctaD,0.847,571,87,0,1,571,1,0,1071
LJ00_RS31460,MSMEG_6428,Rv3847,NA,0.847,177,27,0,1,177,1,7.89E-102,321
LJ00_RS04640,MSMEG_0941,Rv0498,NA,0.846,281,43,0,1,281,1,6.33E-156,483
LJ00_RS29295,MSMEG_5990,Rv3540c,ltp2,0.846,385,59,0,4,387,2,1.65E-215,661
LJ00_RS04655,MSMEG_0944,Rv0500A,NA,0.846,78,11,0,1,75,1,3.28E-37,129
LJ00_RS04705,MSMEG_0956,Rv0512,hemB,0.845,324,50,0,2,325,5,1.71E-184,568
LJ00_RS28255,MSMEG_5776,Rv0821c,phoY2,0.845,213,33,0,1,213,1,1.42E-117,369
LJ00_RS27855,MSMEG_5696,Rv0871,cspB,0.845,136,21,0,1,136,1,3.40E-74,239
LJ00_RS17860,MSMEG_3634,Rv1843c,guaB1,0.845,478,74,0,1,478,2,1.88E-277,845
LJ00_RS17810,MSMEG_3623,Rv1852,ureG,0.845,213,33,0,10,220,7,2.72E-113,357
LJ00_RS25780,MSMEG_5273,Rv1074c,fadA3,0.844,405,63,0,1,405,1,9.61E-231,706
LJ00_RS24130,MSMEG_4938,Rv1308,atpA,0.844,547,85,0,1,547,1,1.14E-304,942
LJ00_RS21265,MSMEG_4340,Rv2259,mscR,0.844,361,56,0,1,361,1,3.56E-212,650
LJ00_RS09350,MSMEG_1894,Rv3224,NA,0.844,277,43,0,6,282,3,2.37E-160,496
LJ00_RS07800,MSMEG_1580,Rv3419c,gcp,0.844,340,52,0,3,339,4,2.26E-188,580
LJ00_RS28935,MSMEG_5915,Rv3516,echA19,0.844,258,40,0,7,264,4,9.62E-144,447
LJ00_RS30305,MSMEG_6195,Rv3680,NA,0.844,380,59,0,1,376,1,9.32E-208,638
LJ00_RS15605,MSMEG_3174,Rv1539,lspA,0.843,173,27,0,6,178,22,2.23E-96,308
LJ00_RS18630,MSMEG_3792,Rv1642,rpmI,0.843,64,10,0,1,64,1,1.44E-32,115
LJ00_RS17905,MSMEG_3642,Rv1832,gcvB,0.843,935,147,0,12,946,7,0,1645
LJ00_RS21020,MSMEG_4290,Rv2220,glnA1,0.843,478,75,0,1,478,1,3.73E-287,873
LJ00_RS23045,MSMEG_4717,Rv2502c,accD1,0.843,511,79,0,1,503,19,6.82E-293,891
LJ00_RS11660,MSMEG_2374,Rv3001c,ilvC,0.843,333,52,0,5,337,1,3.03E-192,591
LJ00_RS31225,MSMEG_6382,Rv3790,dprE1,0.843,454,71,0,8,460,8,4.96E-266,811
LJ00_RS02060,MSMEG_0417,Rv0247c,NA,0.842,247,39,0,3,249,2,1.36E-148,460
LJ00_RS17845,MSMEG_3630,Rv1846c,blaI,0.842,133,21,0,1,133,1,3.02E-68,222
LJ00_RS10125,MSMEG_2055,Rv3153,nuoI,0.842,165,26,0,3,167,30,5.98E-98,310
LJ00_RS09465,MSMEG_1917,Rv3221c,TB7.3,0.842,70,11,0,1,70,1,2.28E-31,112
LJ00_RS05625,MSMEG_1140,Rv0564c,gpdA1,0.841,341,54,0,1,341,1,1.64E-192,592
LJ00_RS15490,MSMEG_3150,Rv1483,fabG1,0.841,246,39,0,10,255,2,1.47E-133,417
LJ00_RS18860,MSMEG_3839,Rv1629,polA,0.841,890,141,0,20,908,15,0,1510
LJ00_RS20485,MSMEG_4180,Rv2121c,hisG,0.841,284,45,0,1,284,1,2.72E-158,490
LJ00_RS12905,MSMEG_2625,Rv2841c,nusA,0.841,346,54,0,1,342,1,2.16E-190,586
LJ00_RS03645,MSMEG_0739,Rv0380c,NA,0.84,182,29,0,33,214,2,4.00E-102,324
LJ00_RS06680,MSMEG_1353,Rv0647c,NA,0.84,440,70,0,8,447,44,8.42E-249,762
LJ00_RS26985,MSMEG_5520,Rv0953c,NA,0.84,282,45,0,1,282,1,7.02E-164,506
LJ00_RS25700,MSMEG_5256,Rv1086,NA,0.84,263,42,0,1,263,1,1.17E-148,461
LJ00_RS14880,MSMEG_3025,Rv2555c,alaS,0.84,897,143,0,1,893,1,0,1560
LJ00_RS11870,MSMEG_2416,Rv2927c,NA,0.84,245,39,0,1,245,1,1.55E-136,425
LJ00_RS17855,MSMEG_3632,Rv1844c,gnd1,0.84,482,77,0,5,486,2,5.09E-271,827
LJ00_RS14970,MSMEG_3043,Rv1380,pyrB,0.839,311,50,0,1,311,1,4.29E-170,526
LJ00_RS15145,MSMEG_3079,Rv1421,NA,0.839,286,46,0,6,291,16,4.11E-157,487
LJ00_RS15705,MSMEG_3194,Rv1589,bioB,0.839,349,54,0,1,338,1,4.88E-196,602
LJ00_RS14635,MSMEG_2976,Rv2580c,hisS,0.839,424,68,0,1,424,1,1.59E-235,721
LJ00_RS07465,MSMEG_1512,Rv3464,rmlB,0.839,331,53,0,1,331,1,5.60E-191,587
LJ00_RS11650,MSMEG_2372,Rv3003c,ilvB1,0.839,618,99,0,1,618,1,0,1079
LJ00_RS16915,MSMEG_3437,Rv1288,NA,0.838,447,72,0,1,446,1,2.22E-261,797
LJ00_RS23990,MSMEG_4910,Rv1331,NA,0.838,99,16,0,2,100,3,5.34E-52,173
LJ00_RS15340,MSMEG_3119,Rv1458c,NA,0.838,310,50,0,15,321,3,9.53E-172,531
LJ00_RS15370,MSMEG_3125,Rv1464,csd,0.838,414,67,0,1,413,1,5.44E-233,713
LJ00_RS07770,MSMEG_1574,Rv3432c,gadB,0.838,458,74,0,2,459,4,5.18E-265,808
LJ00_RS29780,MSMEG_6086,Rv3592,NA,0.838,105,17,0,1,105,1,2.04E-56,186
LJ00_RS30710,MSMEG_6277,Rv3713,cobQ2,0.838,229,37,0,7,235,2,2.99E-126,395
LJ00_RS18420,MSMEG_3750,Rv1695,ppnK,0.837,307,50,0,1,307,1,4.37E-173,534
LJ00_RS11785,MSMEG_2399,Rv2976c,ung,0.837,227,37,0,1,227,1,2.62E-130,406
LJ00_RS08895,MSMEG_1804,Rv3286c,sigF,0.837,240,39,0,1,240,22,9.70E-131,408
LJ00_RS08275,MSMEG_1676,Rv3313c,add,0.837,362,59,0,1,362,1,4.19E-201,618
LJ00_RS08160,MSMEG_1652,Rv3340,metC,0.837,438,71,0,2,439,8,9.72E-250,763
LJ00_RS07935,MSMEG_1608,Rv3401,NA,0.837,782,127,0,1,782,1,0,1395
LJ00_RS04130,MSMEG_0836,Rv0433,NA,0.836,367,60,0,8,374,8,7.09E-211,647
LJ00_RS15610,MSMEG_3175,Rv1540,NA,0.836,305,50,0,1,305,1,8.07E-176,542
LJ00_RS19020,MSMEG_3872,Rv2065,cobH,0.836,208,34,0,1,208,1,7.79E-109,343
LJ00_RS12385,MSMEG_2520,Rv2889c,tsf,0.836,275,44,0,1,275,1,7.18E-143,445
LJ00_RS28885,MSMEG_5904,Rv3503c,fdxD,0.836,61,10,0,1,61,1,1.37E-32,115
LJ00_RS29745,MSMEG_6080,Rv3586,NA,0.836,355,58,0,16,370,4,2.77E-193,596
LJ00_RS29880,MSMEG_6107,Rv3618,NA,0.836,386,63,0,1,386,1,4.12E-227,695
LJ00_RS00150,MSMEG_0030,Rv0015c,pknA,0.835,383,62,0,1,383,1,4.99E-210,647
LJ00_RS01850,MSMEG_0372,Rv0242c,fabG4,0.835,449,74,0,2,450,6,7.22E-248,758
LJ00_RS04500,MSMEG_0912,Rv0468,fadB2,0.835,286,47,0,1,286,1,1.94E-154,479
LJ00_RS21245,MSMEG_4336,Rv2256c,NA,0.835,170,28,0,1,170,8,1.85E-97,308
LJ00_RS22350,MSMEG_4570,Rv2411c,NA,0.835,523,85,0,1,519,24,5.82E-294,895
LJ00_RS11655,MSMEG_2373,Rv3002c,ilvN,0.835,164,27,0,7,170,5,1.43E-83,268
LJ00_RS05005,MSMEG_2297,Rv3053c,nrdH,0.835,79,13,0,1,79,1,5.31E-42,143
LJ00_RS11285,MSMEG_2297,Rv3053c,nrdH,0.835,79,13,0,1,79,1,5.31E-42,143
LJ00_RS11285,MSMEG_1017,Rv3053c,nrdH,0.835,79,13,0,1,79,1,5.31E-42,143
LJ00_RS05005,MSMEG_1017,Rv3053c,nrdH,0.835,79,13,0,1,79,1,5.31E-42,143
LJ00_RS28930,MSMEG_5914,Rv3515c,fadD19,0.835,548,90,0,1,548,3,1.70E-304,959
LJ00_RS07025,MSMEG_1423,Rv0693,NA,0.834,392,65,0,1,392,1,3.43E-227,695
LJ00_RS07240,MSMEG_1467,Rv0716,rplE,0.834,187,31,0,1,187,1,5.16E-103,325
LJ00_RS27980,MSMEG_5720,Rv0860,fadB,0.834,720,119,0,1,720,1,0,1214
LJ00_RS24330,MSMEG_4978,Rv1286,NA,0.834,611,101,0,5,615,2,0,1062
LJ00_RS15795,MSMEG_3212,Rv1606,hisI,0.834,115,19,0,1,115,1,3.67E-63,206
LJ00_RS11850,MSMEG_2412,Rv2967c,pca,0.834,1127,187,0,1,1127,1,0,1923
LJ00_RS29870,MSMEG_6105,Rv3610c,ftsH,0.834,760,124,0,1,749,1,0,1284
LJ00_RS30480,MSMEG_6229,Rv3696c,glpK,0.834,503,83,0,2,504,14,1.26E-295,899
LJ00_RS09560,MSMEG_1937,Rv3206c,moeB1,0.834,392,65,0,1,392,1,4.51E-224,686
LJ00_RS06330,MSMEG_1283,Rv0623,vapB30,0.833,84,14,0,1,84,1,1.51E-41,142
LJ00_RS07275,MSMEG_1474,Rv0723,rplO,0.833,144,24,0,4,147,3,1.75E-78,252
LJ00_RS07395,MSMEG_1498,Rv0753c,mmsA,0.833,509,84,0,1,505,1,2.08E-290,884
LJ00_RS24310,MSMEG_4974,Rv1287,NA,0.833,156,26,0,1,156,1,2.20E-80,258
LJ00_RS15375,MSMEG_3126,Rv1465,NA,0.833,144,24,0,1,144,3,7.82E-79,254
LJ00_RS29325,MSMEG_5996,Rv3546,fadA5,0.833,391,64,0,1,387,1,7.44E-216,662
LJ00_RS06895,MSMEG_1397,Rv0681,NA,0.832,185,31,0,20,204,3,5.61E-103,326
LJ00_RS24700,MSMEG_5053,Rv1245c,NA,0.832,274,46,0,1,274,1,3.27E-151,469
LJ00_RS22700,MSMEG_4646,Rv2455c,NA,0.832,652,108,0,1,642,1,0,1105
LJ00_RS28890,MSMEG_5906,Rv3504,fadE26,0.832,400,66,0,1,392,1,1.10E-222,682
LJ00_RS31380,MSMEG_6413,Rv3834c,serS,0.832,417,70,0,1,417,1,6.24E-233,713
LJ00_RS09280,MSMEG_1881,Rv3240c,secA1,0.832,952,159,0,1,952,1,0,1591
LJ00_RS27110,MSMEG_5545,Rv0944,NA,0.831,154,26,0,135,288,5,1.31E-79,263
LJ00_RS15180,MSMEG_3086,Rv1438,tpi,0.831,261,44,0,1,261,1,1.70E-143,446
LJ00_RS17820,MSMEG_3625,Rv1850,ureC,0.831,577,97,0,1,577,1,0,1019
LJ00_RS18980,MSMEG_3864,Rv2062c,cobN,0.831,1199,201,0,12,1210,4,0,2066
LJ00_RS13660,MSMEG_2782,Rv2676c,NA,0.831,231,39,0,1,231,1,1.07E-133,416
LJ00_RS08695,MSMEG_1763,Rv3291c,lrpA,0.831,148,25,0,7,154,3,1.46E-75,244
LJ00_RS15760,MSMEG_3205,Rv1599,hisD,0.83,437,74,0,6,442,2,5.10E-239,732
LJ00_RS20545,MSMEG_4192,Rv2134c,NA,0.83,195,33,0,1,195,1,2.31E-107,338
LJ00_RS21935,MSMEG_4485,Rv2357c,glyS,0.83,461,78,0,1,461,5,3.01E-272,829
LJ00_RS11685,MSMEG_2379,Rv2995c,leuB,0.83,336,57,0,1,336,1,2.06E-187,577
LJ00_RS09565,MSMEG_1938,Rv3205c,NA,0.83,284,48,0,1,284,9,1.71E-163,505
LJ00_RS07915,MSMEG_1604,Rv3409c,choD,0.83,578,98,0,1,578,1,0,1031
LJ00_RS29365,MSMEG_6004,Rv3553,NA,0.83,354,60,0,3,356,2,1.22E-195,602
LJ00_RS30110,MSMEG_6153,Rv3644c,NA,0.83,401,68,0,1,401,1,1.12E-218,671
LJ00_RS26730,MSMEG_5470,Rv0994,moeA1,0.83,426,70,0,1,415,1,1.66E-229,703
LJ00_RS21975,MSMEG_4493,Rv2364c,era,0.83,300,51,0,1,299,1,3.12E-164,508
LJ00_RS18560,MSMEG_3778,Rv1649,pheS,0.829,340,58,0,17,356,2,3.57E-191,589
LJ00_RS29060,MSMEG_5941,Rv3537,kstD,0.828,560,96,0,1,560,1,0,1010
LJ00_RS29340,MSMEG_5999,Rv3548c,NA,0.828,304,52,0,1,301,1,4.79E-169,522
LJ00_RS33780,MSMEG_6901,Rv0049,NA,0.827,137,23,0,8,143,1,1.28E-71,232
LJ00_RS24775,MSMEG_5068,Rv1229c,mrp,0.827,376,65,0,3,378,15,9.32E-209,641
LJ00_RS24230,MSMEG_4959,Rv1292,argS,0.827,550,95,0,1,550,1,2.78E-304,941
LJ00_RS23970,MSMEG_4906,Rv1335,cysO,0.827,93,16,0,1,93,1,2.83E-47,159
LJ00_RS14965,MSMEG_3042,Rv1379,pyrR,0.827,180,31,0,8,185,14,5.46E-93,296
LJ00_RS14985,MSMEG_3046,Rv1383,carA,0.827,372,64,0,11,379,3,1.23E-207,638
LJ00_RS18360,MSMEG_3738,Rv1713,engA,0.827,464,79,0,6,469,4,3.17E-250,766
LJ00_RS22560,MSMEG_4617,Rv2438c,nadE,0.827,679,117,0,1,679,1,0,1195
LJ00_RS11745,MSMEG_2391,Rv2984,ppk1,0.827,709,120,0,40,736,34,0,1191
LJ00_RS09255,MSMEG_1875,Rv3245c,mtrB,0.827,532,92,0,1,531,1,1.91E-288,881
LJ00_RS29405,MSMEG_6012,Rv3560c,fadE30,0.827,392,66,0,1,392,1,1.00E-223,685
LJ00_RS15665,MSMEG_3186,Rv1564c,treX,0.827,703,121,0,4,706,19,0,1265
LJ00_RS33875,MSMEG_6926,Rv3907c,pcnA,0.827,480,83,0,1,480,1,2.29E-267,816
LJ00_RS15580,MSMEG_3169,Rv1536,ileS,0.826,1037,180,0,3,1039,5,0,1824
LJ00_RS17960,MSMEG_3654,Rv1821,secA2,0.826,784,135,0,1,784,31,0,1301
LJ00_RS13435,MSMEG_2736,Rv2725c,hflX,0.826,473,81,0,1,467,20,5.62E-252,771
LJ00_RS08085,MSMEG_1638,Rv3364c,NA,0.826,121,21,0,10,130,10,6.31E-59,195
LJ00_RS33855,MSMEG_6921,Rv0038,NA,0.825,201,35,0,1,201,2,4.24E-112,352
LJ00_RS28520,MSMEG_5831,Rv0788,purQ,0.825,223,39,0,1,223,1,1.49E-126,395
LJ00_RS28515,MSMEG_5830,Rv0798c,cfp29,0.825,264,46,0,1,264,1,6.34E-148,459
LJ00_RS26735,MSMEG_5471,Rv0993,galU,0.825,303,52,0,8,307,4,1.09E-162,504
LJ00_RS24185,MSMEG_4950,Rv1299,prfA,0.825,356,62,0,4,359,2,1.54E-193,596
LJ00_RS15650,MSMEG_3183,Rv1559,ilvA,0.825,429,75,0,1,429,1,7.30E-229,702
LJ00_RS20960,MSMEG_4278,Rv2211c,gcvT,0.825,362,63,0,4,365,18,2.16E-201,619
LJ00_RS21845,MSMEG_4466,Rv2316,uspA,0.825,287,50,0,4,290,5,6.62E-160,495
LJ00_RS07270,MSMEG_1473,Rv0722,rpmD,0.824,57,10,0,1,57,1,1.06E-26,98
LJ00_RS19130,MSMEG_3894,Rv2109c,prcA,0.824,245,42,0,1,242,1,3.12E-129,404
LJ00_RS20515,MSMEG_4186,Rv2125,NA,0.824,279,49,0,12,290,8,1.05E-155,483
LJ00_RS08075,MSMEG_1636,Rv3366,spoU,0.824,154,27,0,1,154,1,1.50E-83,267
LJ00_RS08055,MSMEG_1633,Rv3370c,dnaE2,0.824,1083,190,0,13,1095,1,0,1835
LJ00_RS30970,MSMEG_6328,Rv3753c,NA,0.824,165,29,0,4,168,2,1.79E-88,282
LJ00_RS31365,MSMEG_6410,Rv3818,NA,0.824,517,90,0,1,517,1,1.22E-302,920
LJ00_RS01790,MSMEG_0360,Rv0236A,NA,0.824,57,10,0,1,57,1,3.87E-27,99
LJ00_RS05505,MSMEG_1115,Rv0558,menH,0.824,228,40,0,1,228,1,2.27E-124,389
LJ00_RS03675,MSMEG_0745,Rv0374c,NA,0.823,159,28,0,1,158,1,2.26E-89,284
LJ00_RS14410,MSMEG_2931,Rv2614c,thrS,0.823,687,120,0,1,679,1,0,1189
LJ00_RS11980,MSMEG_2438,Rv2906c,trmD,0.823,226,39,0,1,223,1,7.03E-127,396
LJ00_RS05135,MSMEG_1041,Rv3042c,serB2,0.823,403,71,0,9,411,6,4.17E-209,644
LJ00_RS11405,MSMEG_1041,Rv3042c,serB2,0.823,403,71,0,9,411,6,4.17E-209,644
LJ00_RS11405,MSMEG_2321,Rv3042c,serB2,0.823,403,71,0,9,411,6,4.17E-209,644
LJ00_RS05135,MSMEG_2321,Rv3042c,serB2,0.823,403,71,0,9,411,6,4.17E-209,644
LJ00_RS06345,MSMEG_1286,Rv3077,NA,0.823,583,103,0,1,583,1,0,1043
LJ00_RS28245,MSMEG_5774,Rv0823c,NA,0.822,377,67,0,1,377,13,3.34E-211,648
LJ00_RS24800,MSMEG_5073,Rv1220c,NA,0.822,208,37,0,3,210,8,7.78E-110,346
LJ00_RS15435,MSMEG_3139,Rv1472,echA12,0.822,265,47,0,10,274,20,1.75E-141,441
LJ00_RS14430,MSMEG_2935,Rv2610c,pimA,0.822,377,66,0,1,373,1,4.69E-203,625
LJ00_RS10140,MSMEG_2058,Rv3150,nuoF,0.822,436,77,0,2,437,6,1.64E-252,771
LJ00_RS27310,MSMEG_5584,Rv0927c,NA,0.821,263,47,0,1,263,1,1.11E-140,438
LJ00_RS26540,MSMEG_5432,Rv1014c,pth,0.821,191,34,0,1,191,1,9.47E-107,336
LJ00_RS20890,MSMEG_4263,Rv2196,qcrB,0.821,544,97,0,3,546,8,1.48E-304,956
LJ00_RS23900,MSMEG_4891,Rv2428,ahpC,0.821,191,34,0,1,191,1,7.11E-112,351
LJ00_RS14770,MSMEG_3003,Rv2572c,aspS,0.821,589,105,0,1,586,3,0,1021
LJ00_RS29520,MSMEG_6036,Rv3568c,hsaC,0.821,297,53,0,1,297,1,8.85E-170,524
LJ00_RS06830,MSMEG_1383,Rv0670,end,0.82,251,45,0,1,250,1,1.48E-139,434
LJ00_RS10860,MSMEG_2206,Rv1350,fabG2,0.82,245,44,0,22,266,3,2.66E-132,414
LJ00_RS15455,MSMEG_3143,Rv1475c,acn,0.82,938,168,0,10,941,5,0,1605
LJ00_RS18545,MSMEG_3775,Rv1653,argJ,0.82,396,71,0,8,402,9,1.61E-214,659
LJ00_RS29685,MSMEG_6068,Rv2058c,rpmB2,0.82,78,14,0,1,78,1,1.13E-41,142
LJ00_RS22585,MSMEG_4621,Rv2439c,proB,0.82,367,65,0,2,368,3,1.80E-188,582
LJ00_RS10250,MSMEG_2080,Rv3140,fadE23,0.82,406,72,0,1,406,1,3.58E-216,664
